Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776770434,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776770436,100,,Aggregated,0.000000,0.000000,460,530,570,580,610,610,620,620,620,620,620,106,0,460,430.4501396232671,213.7046999996528,620.7143999927212,128.33018867924528
1776770437,200,,Aggregated,0.000000,0.000000,380,550,610,620,1100,1600,1900,1900,1900,1900,1900,343,0,380,494.3880874788492,27.08649999112822,1877.8631687164307,120.54518950437318
1776770438,300,,Aggregated,53.000000,0.000000,310,470,610,720,1100,1800,2300,2900,2900,2900,2900,730,0,310,511.763287408035,27.08649999112822,2915.238380432129,121.38630136986302
1776770439,400,,Aggregated,97.000000,0.000000,300,390,570,620,1100,1800,2900,3600,4000,4000,4000,1085,0,300,516.013836569538,27.08649999112822,3986.170768737793,122.10230414746543
1776770440,500,,Aggregated,148.750000,0.000000,310,430,570,720,1200,1800,3600,4700,4800,4800,4800,1529,0,310,561.6543351994197,27.08649999112822,4832.122325897217,122.57030739045128
1776770441,600,,Aggregated,185.600000,0.000000,370,450,580,770,1300,1800,4400,4800,5800,5800,5800,1976,0,370,619.7917045959882,27.08649999112822,5778.374433517456,122.86082995951416
1776770442,700,,Aggregated,210.666667,0.000000,400,500,570,780,1400,1900,4700,5800,6200,6300,6300,2478,0,400,671.2858209799912,27.08649999112822,6342.9930210113525,123.13922518159806
1776770443,800,,Aggregated,241.285714,0.000000,440,540,610,780,1500,2000,5000,6100,7500,7500,7500,2942,0,440,737.1257407267798,27.08649999112822,7514.162063598633,123.11148878314071
1776770445,900,,Aggregated,264.500000,0.000000,470,590,670,770,1600,2500,5000,6300,7800,8700,8700,3500,0,470,779.4620269428135,27.08649999112822,8682.973146438599,123.65342857142858
1776770446,1000,,Aggregated,299.600000,0.000000,510,640,740,850,1700,2800,6100,7500,9600,9700,9700,3949,0,510,843.7580935273413,27.08649999112822,9697.062492370605,123.63788300835654
1776770447,1000,,Aggregated,350.000000,0.000000,540,680,810,990,1800,3200,6300,9200,9700,10000,10000,4316,0,540,932.4026663813813,27.08649999112822,10328.352451324463,123.54031510658017
1776770448,1000,,Aggregated,382.400000,0.000000,590,760,900,1000,1900,3500,7100,9400,11000,11000,11000,4855,0,590,994.4113878170868,27.08649999112822,10977.551460266113,123.7211122554068
1776770449,1000,,Aggregated,394.900000,0.000000,630,870,1000,1200,2100,4100,7500,9700,12000,12000,12000,5485,0,630,1108.0043027769398,27.08649999112822,12139.102697372437,123.7376481312671
1776770450,1000,,Aggregated,414.300000,0.000000,680,880,1000,1200,2100,4400,7800,10000,13000,13000,13000,6104,0,680,1157.1531512058018,27.08649999112822,13288.009643554688,123.88335517693316
1776770451,1000,,Aggregated,424.300000,0.000000,670,860,990,1100,2000,4400,8900,11000,14000,14000,14000,6718,0,670,1151.571149290766,27.08649999112822,13879.748821258545,123.99508782375707
1776770452,1000,,Aggregated,441.500000,0.000000,710,870,950,1100,1900,4400,9300,12000,14000,14000,14000,7305,0,710,1162.3636999927335,27.08649999112822,14290.224552154541,124.04996577686516
1776770453,1000,,Aggregated,458.100000,0.000000,700,860,940,1000,1900,4400,9500,13000,15000,15000,15000,7948,0,700,1173.2572794631785,27.08649999112822,15375.361442565918,124.04340714645194
1776770454,1000,,Aggregated,470.700000,0.000000,710,840,930,1000,1800,4400,9500,13000,16000,16000,16000,8428,0,710,1180.2298710596338,27.08649999112822,16229.416608810425,124.09966777408638
1776770456,1000,,Aggregated,501.400000,0.000000,730,850,930,1000,1800,4400,9800,13000,17000,17000,17000,8959,0,730,1197.1984543372878,27.08649999112822,17437.596321105957,124.10670833798414
1776770457,1000,,Aggregated,498.500000,0.000000,740,850,930,990,1800,4400,11000,14000,17000,18000,18000,9500,0,740,1213.2621241388397,27.08649999112822,17703.1307220459,124.12705263157895
1776770458,1000,,Aggregated,500.300000,0.000000,740,850,920,970,1800,4300,11000,15000,18000,18000,18000,10037,0,740,1222.3392662702208,26.955499983159825,18372.286558151245,124.15263524957656
1776770459,1000,,Aggregated,523.200000,0.000000,740,840,910,960,1700,4200,11000,15000,19000,19000,19000,10505,0,740,1225.971582693916,26.955499983159825,19385.54096221924,124.18791051880058
1776770460,1000,,Aggregated,528.000000,0.000000,750,840,900,950,1700,4200,12000,16000,20000,20000,20000,10942,0,750,1246.3337096209984,26.955499983159825,20385.07890701294,124.17355145311643
1776770461,1000,,Aggregated,530.100000,0.000000,760,850,910,960,1700,4300,13000,17000,21000,21000,21000,11347,7,760,1276.6078619663497,26.955499983159825,21321.608781814575,124.07217766810611
1776770462,1000,,Aggregated,523.300000,0.000000,760,860,930,990,1700,4100,13000,17000,21000,22000,22000,11658,14,760,1277.122954316012,26.955499983159825,21778.57279777527,124.07231085949563
1776770463,1000,,Aggregated,502.400000,0.200000,770,870,940,1000,1700,4300,13000,17000,22000,22000,22000,12023,40,770,1312.3228491986495,26.937500020721927,22186.790466308594,123.8304083839308
1776770464,1000,,Aggregated,482.000000,1.400000,770,870,960,1100,1700,4300,14000,18000,23000,23000,23000,12349,63,770,1344.9221220433235,26.937500020721927,23231.414318084717,123.62911976678274
1776770465,1000,,Aggregated,461.200000,4.000000,780,880,980,1100,1700,4300,14000,19000,24000,24000,24000,12621,79,780,1370.8676603971774,24.953700019977987,24254.822731018066,123.50788368592029
1776770466,1000,,Aggregated,433.200000,6.100000,780,880,990,1100,1700,4400,14000,19000,24000,25000,25000,12814,89,780,1388.7658688119304,24.901900003897026,25079.378128051758,123.44108006867489
1776770467,1000,,Aggregated,408.300000,7.400000,780,890,1000,1100,1800,4400,15000,20000,25000,26000,26000,13032,106,780,1428.678909525914,24.901900003897026,26306.004524230957,123.2761663597299
1776770468,1000,,Aggregated,385.700000,8.900000,790,890,1000,1100,1900,4400,15000,20000,26000,26000,26000,13186,121,790,1451.4943922647863,24.901900003897026,26315.617084503174,123.17025633247384
1776770469,1000,,Aggregated,353.000000,10.600000,790,900,1000,1200,2000,4400,16000,21000,26000,27000,28000,13340,136,790,1485.715999122838,24.557899974752218,28091.31669998169,123.03635682158921
1776770470,1000,,Aggregated,316.000000,12.100000,790,900,1000,1200,2000,4400,16000,21000,27000,28000,28000,13449,146,790,1507.0497898576928,24.557899974752218,28136.439323425293,122.96074057550747
1776770471,1000,,Aggregated,285.800000,13.300000,790,900,1100,1200,2100,4400,16000,22000,28000,29000,29000,13547,158,790,1534.4562212797643,24.557899974752218,29227.16236114502,122.85443271573043
1776770472,1000,,Aggregated,253.000000,14.600000,790,900,1100,1200,2100,4800,17000,22000,29000,30000,30000,13618,165,790,1552.884322630411,24.557899974752218,29910.618782043457,122.79145248935232
1776770473,1000,,Aggregated,223.900000,15.300000,790,900,1100,1200,2100,4800,17000,22000,29000,31000,31000,13677,172,790,1566.4393014215004,24.557899974752218,31277.567386627197,122.7372230752358
1776770474,1000,,Aggregated,196.600000,15.100000,790,900,1100,1200,2100,4900,17000,22000,30000,32000,32000,13722,177,790,1576.4850704926077,24.557899974752218,32172.69015312195,122.69545255793616
1776770475,1000,,Aggregated,163.600000,12.900000,790,900,1100,1200,2200,4900,17000,22000,30000,33000,33000,13772,183,790,1590.3992837412634,24.557899974752218,33216.31073951721,122.6444234679059
1776770476,1000,,Aggregated,137.400000,11.500000,790,900,1100,1200,2200,5000,17000,22000,31000,33000,34000,13810,186,790,1595.7560806847591,24.55459997872822,34315.55509567261,122.6231716147719
1776770477,1000,,Aggregated,119.300000,10.700000,790,900,1100,1200,2200,5000,17000,22000,31000,34000,35000,13843,187,790,1595.1489561695087,24.55459997872822,34571.30479812622,122.6225529148306
1776770478,1000,,Aggregated,101.100000,9.500000,790,900,1100,1200,2200,5000,17000,23000,32000,34000,35000,13878,190,790,1599.9492875729104,24.55459997872822,34571.30479812622,122.60051880674449
1776770479,1000,,Aggregated,83.500000,8.100000,790,900,1100,1200,2200,5000,17000,23000,34000,37000,37000,13920,199,790,1621.7792847086228,23.8969000056386,37042.49382019043,122.51487068965517
1776770480,1000,,Aggregated,69.400000,6.700000,790,900,1100,1200,2200,5000,18000,23000,34000,37000,37000,13939,201,790,1627.2639694604286,23.8969000056386,37042.49382019043,122.49903149436832
1776770481,1000,,Aggregated,58.500000,6.500000,790,900,1100,1200,2200,5100,18000,24000,34000,39000,39000,13963,205,790,1638.876279354277,23.8969000056386,39101.83548927307,122.46293776409081
1776770482,1000,,Aggregated,49.500000,5.500000,790,900,1100,1200,2200,5100,18000,24000,35000,39000,39000,13988,210,790,1654.283757244144,23.8969000056386,39101.83548927307,122.41635687732342
1776770483,1000,,Aggregated,42.600000,5.000000,780,900,1100,1200,2200,5200,18000,24000,36000,39000,39000,14008,213,780,1665.0035183765053,23.8969000056386,39101.83548927307,122.38435179897202
1776770484,1000,,Aggregated,37.700000,4.500000,780,900,1100,1200,2200,5300,18000,24000,37000,40000,40000,14028,220,780,1682.6615589574371,23.8969000056386,39972.20325469971,122.32035928143712
1776770485,1000,,Aggregated,34.900000,4.400000,790,900,1100,1200,2300,5300,18000,25000,38000,42000,43000,14046,226,790,1705.2567877433717,23.8969000056386,42609.459400177,122.26099957283212
1776770486,1000,,Aggregated,30.900000,4.300000,790,900,1100,1200,2300,5300,18000,25000,38000,43000,43000,14052,228,790,1713.1784312217899,23.8969000056386,43090.21019935608,122.24138912610304
1776770487,1000,,Aggregated,28.300000,4.300000,790,900,1100,1200,2300,5300,19000,25000,39000,44000,44000,14058,230,790,1721.3790349289336,23.8969000056386,44107.743978500366,122.22179541897852
1776770488,1000,,Aggregated,24.800000,4.300000,790,900,1100,1200,2300,5400,19000,25000,39000,44000,46000,14064,232,790,1729.8512415915714,23.8969000056386,45742.82169342041,122.20221843003414
1776770489,1000,,Aggregated,21.800000,4.200000,790,900,1100,1200,2300,5700,20000,25000,43000,46000,46000,14094,242,790,1772.9303551125074,23.8969000056386,46259.52172279358,122.10458351071378
1776770490,1000,,Aggregated,18.900000,4.300000,790,900,1100,1200,2300,5900,20000,26000,44000,47000,48000,14109,247,790,1795.0769698626245,23.8969000056386,47752.4037361145,122.05592175207315
1776770491,1000,,Aggregated,16.100000,3.800000,790,900,1100,1200,2300,6100,20000,26000,44000,47000,48000,14115,249,790,1804.009159959544,23.8969000056386,47752.4037361145,122.03648600779313
1776770492,1000,,Aggregated,16.900000,4.500000,790,900,1100,1200,2300,6100,20000,26000,44000,48000,48000,14121,251,790,1813.301980705555,23.8969000056386,47752.4037361145,122.01706677997309
1776770493,1000,,Aggregated,16.900000,4.500000,790,900,1100,1200,2300,6100,20000,26000,45000,48000,49000,14124,252,790,1818.09434887187,23.8969000056386,48606.94122314453,122.00736335315774
1776770494,1000,,Aggregated,13.200000,4.000000,790,910,1100,1200,2300,6100,20000,26000,46000,50000,51000,14133,255,790,1832.998374283183,23.8969000056386,51290.977239608765,121.97827778957051
1776770495,1000,,Aggregated,11.800000,3.900000,790,910,1100,1200,2300,6100,21000,26000,46000,51000,52000,14138,256,790,1843.3407765886125,23.8969000056386,51737.23530769348,121.96371481114727
1776770496,1000,,Aggregated,10.500000,3.500000,790,910,1100,1200,2400,6100,21000,26000,46000,54000,54000,14145,259,790,1854.0107375479577,23.8969000056386,54402.214765548706,121.93962530929657
1776770497,1000,,Aggregated,9.200000,3.200000,790,910,1100,1200,2400,6200,21000,26000,46000,54000,55000,14151,261,790,1865.0019202868123,23.8969000056386,55438.36688995361,121.92028831884673
